feature,mean,std
log_return,0.0006942363973783008,0.02621759234789931
rsi_14,52.760220966362425,12.298212112530825
macd_line,0.0753063472903269,0.5194634021564833
macd_hist,0.002705503481261082,0.14690911929218348
ema_50_200_ratio,1.0374499626502185,0.11781304956199176
obv,1412329510.3150194,2538150807.797639
vwap,14.910939595676702,9.704247165334959
bb_width,0.1483950655643311,0.12322988331034203
atr_14,0.4748983710114352,0.42465200606016645
