feature,mean,std
log_return,-8.646505752556486e-05,0.03321070755332918
rsi_14,50.292782616788266,12.082336362334443
macd_line,-0.03989699680653834,1.4603763868417812
macd_hist,0.00012272937406044887,0.45493784006264626
ema_50_200_ratio,0.9915685621604804,0.14480647280528122
obv,-971769.5337544004,20101473.677836385
vwap,25.75548295544103,38.818769135542205
bb_width,0.1944057506201618,0.1442994114352407
atr_14,0.9193265614984863,1.6923849364748038
