Date,Open,High,Low,Close,Volume,OpenInt,ticker,log_return,rsi_14,ema_50_200_ratio,macd_line,macd_hist,obv,vwap,bb_width,atr_14
2009-01-30,6.5,6.5,5.77,5.83,276890,0,ULTA,-0.09795753788712694,52.495511521518196,0.9279185200115121,-0.4660408653917374,-0.011227596713125176,-3163463.0,6.822967522138286,0.5586828949941693,0.42142857142857126
2009-02-02,5.75,6.29,5.73,6.15,128318,0,ULTA,0.05343508145602556,55.79324096210507,0.9236731700785931,-0.463769745638559,-0.007165181567957424,-3035145.0,6.809724180877674,0.5432107697410392,0.44285714285714267
2009-02-03,6.18,6.2,5.8,6.1,173026,0,ULTA,-0.008163310639161094,55.149037547596166,0.9194510967628444,-0.46069385699275234,-0.0032714343377205912,-3208171.0,6.792043541218735,0.4903354016625818,0.4528571428571427
2009-02-04,6.07,6.23,5.9,5.92,94348,0,ULTA,-0.029952322283351217,52.78612109366206,0.9147612034508116,-0.46739287464070767,-0.007976361588540704,-3302519.0,6.782533288907677,0.387670902295412,0.44714285714285695
2009-02-05,5.88,6.25,5.86,6.17,352174,0,ULTA,0.04136238902138222,55.62963660356703,0.9112478552539884,-0.4473719582721172,0.009635643824039863,-2950345.0,6.752361054722859,0.2218867878006854,0.4349999999999998
2009-02-06,6.18,6.85,6.16,6.75,476829,0,ULTA,0.08984366696714197,61.43293820343001,0.9101179279375234,-0.38031999293180085,0.06135008733148495,-2473516.0,6.7430891940213025,0.21274576572538367,0.45428571428571407
2009-02-09,6.7,6.86,6.59,6.69,226187,0,ULTA,-0.008928630744301318,60.55065313735117,0.9088417605989318,-0.3282385956659484,0.09074518767786999,-2699703.0,6.742319781790683,0.20421872436622443,0.4264285714285712
2009-02-10,6.67,6.91,6.43,6.51,273506,0,ULTA,-0.02727441791965929,57.86571134200453,0.9069687848645364,-0.2980524457207254,0.09674507009847438,-2973209.0,6.738510106698319,0.19724682399136584,0.4135714285714284
2009-02-11,6.48,6.54,6.08,6.18,165565,0,ULTA,-0.052021184750878476,53.207541158864004,0.903950614803122,-0.2973305054990183,0.07797360825614524,-3138774.0,6.730006253370202,0.18929910433043473,0.4299999999999999
2009-02-12,6.31,6.33,6.0,6.2,201702,0,ULTA,0.00323102058144654,53.45210645268007,0.9011730358329141,-0.2917810593937036,0.06681844348916799,-2937072.0,6.718117976278415,0.1896954674666872,0.4385714285714285
2009-02-13,6.19,6.55,6.14,6.3,230709,0,ULTA,0.01600034134644112,54.72625501185112,0.8989341773148125,-0.276130854503287,0.06597491870366767,-2706363.0,6.708809002614705,0.1867049539093728,0.44785714285714284
2009-02-17,6.09,6.2,5.83,5.96,295980,0,ULTA,-0.055479152320228646,49.74088764479755,0.895517168456446,-0.2878450147230085,0.04340860678715697,-3002343.0,6.687550109074849,0.1901484538548443,0.45357142857142857
2009-02-18,6.02,6.5,5.86,6.34,186603,0,ULTA,0.061808287371876235,54.70705509118312,0.8937516423695989,-0.2634291001974569,0.05425961705016685,-2815740.0,6.679159458748745,0.1803905295243205,0.4778571428571428
2009-02-19,6.44,6.44,5.86,5.89,120895,0,ULTA,-0.07362277078563922,48.58468552844455,0.8903546309945778,-0.27719521730481667,0.03239479995424571,-2936635.0,6.6718764053693045,0.19111321612795293,0.48142857142857143
