Date,Open,High,Low,Close,Volume,OpenInt,ticker,log_return,rsi_14,ema_50_200_ratio,macd_line,macd_hist,obv,vwap,bb_width,atr_14
2009-01-30,10.001,10.041,9.4217,9.538,1055868,0,MATX,-0.045900292202384924,32.28654348037712,0.9628478800058534,-0.28222156912609897,0.02778088443323412,-3058503.0,10.096993062195152,0.2178723820027798,0.47245
2009-02-02,9.3684,9.585,9.2244,9.36,932204,0,MATX,-0.01883852938653204,30.49476757825775,0.9603629543212895,-0.29766522385848226,0.009869783760680706,-3990707.0,10.063762404287798,0.2063026067542178,0.473207142857143
2009-02-03,9.521,9.626,9.2677,9.4354,1199186,0,MATX,0.00802328276886889,32.21092789209794,0.9582143110559818,-0.30035794225156387,0.0057416522940793024,-2791521.0,10.028379819861827,0.19336660537323822,0.4775857142857144
2009-02-04,9.639,9.729,9.3483,9.4316,675045,0,MATX,-0.00040281974361413756,32.16781978868981,0.9561692183662931,-0.2993478732746162,0.005401377016821585,-3466566.0,10.012044857672564,0.1638142445070775,0.4711357142857143
2009-02-05,9.3521,9.639,9.0809,9.4622,1022917,0,MATX,0.003239160651113963,32.94604021057221,0.9543187787693587,-0.2927041112753024,0.00963611121290836,-2443649.0,9.984239492593337,0.13618640505105317,0.4606357142857143
2009-02-06,9.4,10.05,9.4,9.93,779551,0,MATX,0.04825556389121175,43.59914108486201,0.9538662586914961,-0.2468458463325316,0.04439550092454331,-1664098.0,9.977910788098542,0.11567833637945438,0.4573714285714286
2009-02-09,9.982,10.036,9.854,9.951,462782,0,MATX,0.0021125705759439386,44.02903192239853,0.9535100436856087,-0.206428734524577,0.06785009018599836,-1201316.0,9.977314202250794,0.11387513854663094,0.42912142857142854
2009-02-10,9.906,10.066,9.738,9.876,3144792,0,MATX,-0.007565477150092083,42.77505456313895,0.9529794827446719,-0.1783933479568116,0.076708381403011,-4346108.0,9.967576929483295,0.11431676137444056,0.4247928571428572
2009-02-11,9.816,9.902,9.686,9.844,693481,0,MATX,-0.003245438954123592,42.22250912809903,0.95240205851731,-0.15694803542700342,0.07852295514625537,-5039589.0,9.963665041321562,0.10751457967074667,0.4131785714285715
2009-02-12,9.825,10.115,9.752,10.093,967607,0,MATX,0.02497998172791311,47.86582055643543,0.9525610686936874,-0.11849432292727258,0.09358133411678898,-4071982.0,9.964438269483724,0.11413110645397634,0.3975000000000001
2009-02-13,10.05,10.093,9.4217,9.542,1090016,0,MATX,-0.05613900716280721,38.82810834498158,0.9511973061565138,-0.13097082369896818,0.06488386667607471,-5161998.0,9.954263026425947,0.11329042490911487,0.414807142857143
2009-02-17,9.3048,9.3764,8.9457,8.9763,766699,0,MATX,-0.06111533641219959,32.12220087695526,0.9483367428080873,-0.1843803804437556,0.00917944794502984,-5928697.0,9.93287405647882,0.12995906032426968,0.42818571428571445
2009-02-18,9.0553,9.0553,8.5474,8.6343,1263505,0,MATX,-0.03884512780043732,28.875344295395266,0.9446671119882267,-0.2514063251247851,-0.046277197388799735,-7192202.0,9.885856876007868,0.1565915074322487,0.4360357142857145
2009-02-19,8.8121,8.9067,8.4609,8.5173,954071,0,MATX,-0.013643253672366849,27.838650660089016,0.9408522449007685,-0.3103878336341417,-0.08420696471852504,-8146273.0,9.849342449558362,0.187078754182758,0.4455214285714288
2009-02-20,8.4609,8.647,8.3096,8.5519,907368,0,MATX,0.004054091274278914,28.654416054754734,0.9373249802917266,-0.35030111997470215,-0.09929620084726837,-7238905.0,9.813158279143522,0.20861921662037425,0.4253857142857145
2009-02-23,8.5907,8.6557,8.2014,8.2748,931247,0,MATX,-0.03293872869643317,26.108801317423655,0.9331933354512466,-0.39968502101104164,-0.11894408150688629,-8170152.0,9.7746204916362,0.24001896363609768,0.4320785714285715
2009-02-24,8.3226,8.6429,8.1191,8.6126,855039,0,MATX,0.04001149551609115,33.82658281847861,0.9302243718211529,-0.406874287965314,-0.1009066787689269,-7315113.0,9.74295995796094,0.2533654232143004,0.4439000000000001
2009-02-25,8.5609,8.647,8.0847,8.301,882140,0,MATX,-0.03685025782994987,30.646734128265535,0.9265258968092885,-0.43272714055951056,-0.10140762509049872,-8197253.0,9.709093989232581,0.27139215729036026,0.4568714285714287
2009-02-26,8.4741,8.5301,8.05,8.1626,1275665,0,MATX,-0.01681324379684868,29.32800914134593,0.9226204011396805,-0.45909131691611016,-0.10221744115767861,-9472918.0,9.65965257276969,0.2839906854299978,0.4513000000000001
2009-02-27,8.0024,8.3747,7.9935,8.1321,961089,0,MATX,-0.003743552887673458,29.03153388750755,0.9188248085797447,-0.47694824919645384,-0.0960594987504178,-10434007.0,9.622549695939034,0.29451273936680167,0.4321000000000001
2009-03-02,8.1148,8.1148,7.6992,7.7341,1469604,0,MATX,-0.0501800697670272,25.420308466414724,0.9140781380049888,-0.5172527032714065,-0.10909116226029636,-11903611.0,9.557630572084912,0.3243582892788203,0.45002142857142857
2009-03-03,7.7296,7.8034,7.4657,7.4657,1601559,0,MATX,-0.035319925495403,23.3141620918055,0.9087886864571144,-0.5643464755150713,-0.12494794760316896,-13505170.0,9.481686094570913,0.361390590294641,0.4507142857142856
2009-03-04,7.5912,8.0109,7.5306,7.8769,1340979,0,MATX,0.05361522792613294,32.536329070395354,0.9049472453763989,-0.5620097275519598,-0.0980889597120459,-12164191.0,9.429533586851571,0.37589180657137966,0.47422857142857133
2009-03-05,7.8206,7.8206,7.1803,7.2407,1122633,0,MATX,-0.08421653864528257,27.105142194430712,0.8994501637218959,-0.6045252700019201,-0.11248360172960498,-13286824.0,9.378344193741766,0.40965786865611037,0.4980571428571428
2009-03-06,7.2838,7.5174,6.8077,7.0156,1439884,0,MATX,-0.0315816459049509,25.48421338628907,0.8935575174124868,-0.6489026862233764,-0.12548881436084902,-14726708.0,9.306901814092468,0.4449223604877131,0.5008
2009-03-09,7.0676,7.1975,6.9247,7.0156,1122390,0,MATX,0.0,25.48421338628907,0.8879443004518108,-0.6762764147590099,-0.12229003431718599,-14726708.0,9.252640372452388,0.45934734883702855,0.4776928571428572
2009-03-10,7.1884,7.5958,7.0847,7.4785,978750,0,MATX,0.06389599621539858,34.785395883789846,0.8839696808232811,-0.6530897187141758,-0.07928267061788141,-13747958.0,9.214383202043924,0.4475360273525607,0.48285714285714276
2009-03-11,7.6172,7.6992,7.4613,7.6172,1042064,0,MATX,0.01837661098528027,37.31038461557607,0.8806128771890943,-0.6164164985227618,-0.034087560341173884,-12705894.0,9.179743223908833,0.4259959575007933,0.4680071428571428
2009-03-12,7.5392,7.8291,7.4097,7.7946,916160,0,MATX,0.023022338145080427,40.48438757118551,0.8779662319146977,-0.5665076622072922,0.012657020779436645,-11789734.0,9.152059359558805,0.39249975455027775,0.4738642857142857
2009-03-13,7.881,7.8984,7.6172,7.7213,733839,0,MATX,-0.009448442605178362,39.59240042291022,0.8752540293011387,-0.5267966632455154,0.04189441579297071,-12523573.0,9.131597056059851,0.328962090286863,0.4614999999999999
