feature,mean,std
log_return,0.0005726769320030713,0.026287801026345117
rsi_14,52.49557112353634,11.541447790736024
macd_line,0.08884358762563614,0.57518153239387
macd_hist,0.0033238985732331984,0.16914756220950275
ema_50_200_ratio,1.0250473415080117,0.09386805048615547
obv,325647010.7158422,1684702783.9870455
vwap,20.600628699461275,12.68835904143197
bb_width,0.14373423231149102,0.1259261990342916
atr_14,0.6103176970296771,0.4617046926321627
