feature,mean,std
log_return,0.0008247210750428586,0.020580372316155074
rsi_14,53.613544074718774,11.739261020135148
macd_line,0.16987127411340708,0.6321916714588229
macd_hist,0.0018384921346946608,0.20613956682844103
ema_50_200_ratio,1.050753857640763,0.08001294436663062
obv,588057845.7282734,1504378167.398347
vwap,24.82522101037938,19.843273950350785
bb_width,0.12630759783405482,0.07924057466597108
atr_14,0.7494160929547539,0.4932211071822006
