Date,Open,High,Low,Close,Volume,OpenInt,ticker,log_return,rsi_14,ema_50_200_ratio,macd_line,macd_hist,obv,vwap,bb_width,atr_14
2009-01-30,38.708,38.708,34.44,34.44,20260512,0,C,-0.09398948968394166,32.75627301231148,0.8524868880161878,-8.580419528886218,-0.18111283191649719,-196320242.0,43.12528849926685,1.3796127212551592,7.802
2009-02-02,32.887,36.088,32.208,35.409,17509747,0,C,0.027747345555511643,34.157212720432895,0.8442051031164207,-8.25115527926188,0.11852113416627219,-178810495.0,42.85394085769823,1.3735565497874496,7.122999999999999
2009-02-03,37.349,37.349,30.267,33.568,17170582,0,C,-0.053392792901155055,32.76072886545303,0.8354074932264546,-8.046014852584555,0.2589292486748782,-195981077.0,42.57871434715099,1.3582387109831333,7.005
2009-02-04,34.44,37.059,33.469,33.857,19047261,0,C,0.008572540447746814,33.22227366333618,0.827131265472656,-7.770545688064317,0.427518730556093,-176933816.0,42.32674049298594,1.2814061986605025,6.249785714285715
2009-02-05,33.568,36.088,31.044,34.247,22471804,0,C,0.011453196969388289,33.881846899411144,0.8194091102290213,-7.435057930242884,0.6104051907020214,-154462012.0,42.01280841820858,1.1813540150230066,5.7232142857142865
2009-02-06,30.849,39.484,30.849,37.932,26859044,0,C,0.10219611339045943,39.92018658417619,0.8138348096536363,-6.793521277474042,1.0015534747766912,-127602968.0,41.76328515051968,1.0014644808065483,5.619357142857142
2009-02-09,39.388,39.775,37.544,38.322,17906232,0,C,0.010229060786026038,40.539114395675625,0.8087244632861383,-6.182362688809292,1.2901696507531533,-109696736.0,41.67544297731825,0.7856222518968056,5.238428571428572
2009-02-10,38.901,39.097,31.625,32.499,30502922,0,C,-0.16481482417596702,34.77826864202051,0.8009900501762184,-6.097593279584096,1.0999512479826796,-140199658.0,41.352312761420876,0.6831651584899514,5.1692857142857145
2009-02-11,34.634,35.797,32.79,35.797,16172642,0,C,0.09665477138111025,39.98053577351667,0.7952448986823897,-5.698601938685904,1.1991540711046973,-124027016.0,41.20130274082305,0.42008350820466583,4.9474285714285715
2009-02-12,34.051,35.505,33.081,35.021,13614080,0,C,-0.02191620945126911,39.18848226327313,0.7893895278848658,-5.382963686544173,1.211833858597143,-137641096.0,41.0745467512164,0.3510870932817275,4.725928571428571
2009-02-13,34.148,36.088,33.857,33.857,14009173,0,C,-0.03380210889974786,37.97324909683268,0.783229557097121,-5.167179144991039,1.1420947201202223,-151650269.0,40.95029587592371,0.3464859011426465,4.573357142857142
2009-02-17,31.528,32.11,29.685,29.685,19764797,0,C,-0.1315039049389947,33.913912467192574,0.7752427429596825,-5.272041066623295,0.8297862387903727,-171415066.0,40.674608523902975,0.3704171244501929,4.656571428571428
2009-02-18,30.849,31.044,27.648,28.231,19117554,0,C,-0.05022120277609421,32.60570769089972,0.7668630889300772,-5.410106206744025,0.5533768789357145,-190532620.0,40.38366319206211,0.35597241202391283,4.358714285714285
