feature,mean,std
log_return,0.0005452497150593752,0.02142189637531652
rsi_14,52.942150187289506,11.885217949170277
macd_line,0.12459631758313842,0.9397396607729704
macd_hist,-0.0011992974835058328,0.29689582211164833
ema_50_200_ratio,1.0408710500291258,0.07511293383225916
obv,72277161.34617771,275375219.0504114
vwap,36.38390894073758,19.69326953334749
bb_width,0.1297161360656514,0.08952768799052117
atr_14,1.1252045110449242,0.6696617154038703
