Date,Open,High,Low,Close,Volume,OpenInt,ticker,log_return,rsi_14,ema_50_200_ratio,macd_line,macd_hist,obv,vwap,bb_width,atr_14
2009-01-30,58.271,58.692,55.722,56.132,6982649,0,DVN,-0.019931167567884083,60.287330869538955,0.9667262258205706,-1.3693018156745254,0.3102212819137016,-45595690.0,57.17908622968343,0.26854096903438296,3.379928571428572
2009-02-02,55.492,55.492,53.934,54.737,7537993,0,DVN,-0.025166162308687193,57.201273848838156,0.9647732426548326,-1.4138359610257396,0.21254970924998995,-53133683.0,57.047907918594284,0.2611562789138454,3.3317142857142863
2009-02-03,55.668,56.696,54.974,56.412,7136448,0,DVN,0.030142004249791614,59.85831783906569,0.9637323474169897,-1.2989970611040391,0.26191088733735235,-45997235.0,56.99882500025794,0.23153992060946296,3.3192142857142857
2009-02-04,54.482,55.914,52.549,52.934,12314991,0,DVN,-0.06363604730593939,52.561476431251855,0.9610721905129727,-1.471667472149953,0.07139238103315093,-58312226.0,56.75361482205931,0.2056652748209521,3.346
2009-02-05,52.616,54.672,52.212,54.201,8924083,0,DVN,0.023653503935845525,54.726612100049636,0.9591621069475068,-1.489108193372246,0.043161327848686426,-49388143.0,56.59270030214715,0.18884583796342097,3.2483571428571425
2009-02-06,53.462,54.073,51.893,53.033,7196811,0,DVN,-0.021784997159143837,52.354376318328825,0.9567880321152755,-1.5789764713284953,-0.037365560086050076,-56584954.0,56.44646157947079,0.17586672217946836,3.1282142857142854
2009-02-09,53.153,54.784,53.124,54.082,7026608,0,DVN,0.019587051998646833,54.27155694801279,0.9550487865438232,-1.5477111452676766,-0.004880187220185128,-49558346.0,56.352832120347976,0.16174617909052202,2.9766428571428567
2009-02-10,54.764,54.764,50.71,51.21,6520782,0,DVN,-0.05456658782494395,48.515629421572264,0.9520059738457886,-1.734683198692764,-0.15348179251621796,-56079128.0,56.21154377609901,0.16921993179409703,2.949785714285714
2009-02-11,51.595,51.768,46.957,47.958,14265547,0,DVN,-0.065609197602522,42.95971879668819,0.9475269712302998,-2.1208216086560867,-0.43169616198363236,-70344675.0,55.70144784172379,0.19227575692105625,3.087142857142857
2009-02-12,46.957,47.458,45.7,47.173,8943007,0,DVN,-0.01650393285254368,41.71778450065956,0.9428788321644554,-2.461803877332123,-0.618142744527735,-79287682.0,55.327762302298666,0.22512283279825113,2.791571428571428
2009-02-13,47.054,48.484,46.681,47.966,6420858,0,DVN,0.016670731568580375,43.49488967552068,0.9388460527117795,-2.6376412231343522,-0.635184072263971,-72866824.0,55.10544206608577,0.24647440892708603,2.697785714285714
2009-02-17,46.18,46.473,44.104,44.168,8856695,0,DVN,-0.08249188160623014,37.58407430902439,0.9331327543811946,-3.048321294937992,-0.8366913152540882,-81723519.0,54.711074417233476,0.294584538877361,2.8342857142857136
2009-02-18,44.504,44.97,43.328,44.641,7485919,0,DVN,0.010652174274095445,38.70132621025594,0.9279232609949387,-3.297608288004227,-0.8687826466562587,-74237600.0,54.381725534859385,0.3251569402476258,2.747214285714285
